id,Datum,Warengruppe,Umsatz,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,KielerWoche,Wochentag,Monat,Jahr,Jahreszeit,Gefühl,gefühl_Kalt,gefühl_Mild,gefühl_Warm,Feiertag,KielLauf,Kieler_Triathlon,Fußball,PaycheckEffect,InflationSensitivity,Sensitivity_High,Sensitivity_Moderate,Windkategorie,Wind_Nicht windig,Wind_Sehr windig,Wind_Windig,Jahreszeit_Frühling,Jahreszeit_Herbst,Jahreszeit_Sommer,Jahreszeit_Winter,Ferien,Tag_Kategorie,Wochenende,Inflation_Kategorisierung,Inflation_Kategorisierung_Neutral,Inflation_Kategorisierung_Positiv,Montag,Dienstag,Mittwoch,Donnerstag,Freitag,Samstag,Sonntag,Brot,Brötchen,Croissant,Konditorei,Kuchen,Saisonbrot
1702012,2017-02-01,2,239.504840288098,7.0,1.125,8,20.0,0,2,2,2017,Winter,Mild,0,1,0,0,0,0,0,1,High,1,0,Nicht windig,1,0,0,0,0,0,1,0,Montag_bis_Freitag,0,Positiv,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1702022,2017-02-02,2,222.76706749452,7.0,1.75,6,61.0,0,3,2,2017,Winter,Mild,0,1,0,0,0,0,0,1,High,1,0,Nicht windig,1,0,0,0,0,0,1,0,Montag_bis_Freitag,0,Positiv,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1702032,2017-02-03,2,212.92401534834,7.0,1.625,6,45.0,0,4,2,2017,Winter,Mild,0,1,0,0,0,0,0,1,High,1,0,Nicht windig,1,0,0,0,0,0,1,0,Montag_bis_Freitag,0,Positiv,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
1702042,2017-02-04,2,276.252863559981,7.0,5.75,6,61.0,0,5,2,2017,Winter,Mild,0,1,0,0,0,0,0,1,High,1,0,Nicht windig,1,0,0,0,0,0,1,0,Wochenende,1,Positiv,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1702052,2017-02-05,2,374.084257351283,8.0,2.0,10,61.0,0,6,2,2017,Winter,Mild,0,1,0,0,0,0,0,1,High,1,0,Windig,0,0,1,0,0,0,1,0,Wochenende,1,Positiv,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1702062,2017-02-06,2,237.959555280101,7.0,2.5,12,61.0,0,0,2,2017,Winter,Mild,0,1,0,0,0,0,0,0,High,1,0,Windig,0,0,1,0,0,0,1,0,Montag_bis_Freitag,0,Positiv,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
1702072,2017-02-07,2,266.645083093324,7.0,0.0,12,77.0,0,1,2,2017,Winter,Kalt,1,0,0,0,0,0,0,0,High,1,0,Windig,0,0,1,0,0,0,1,0,Montag_bis_Freitag,0,Positiv,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1702082,2017-02-08,2,249.061981621222,8.0,-2.0,8,77.0,0,2,2,2017,Winter,Kalt,1,0,0,0,0,0,0,0,High,1,0,Nicht windig,1,0,0,0,0,0,1,0,Montag_bis_Freitag,0,Positiv,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1702092,2017-02-09,2,250.490563349257,8.0,-2.125,11,22.0,0,3,2,2017,Winter,Kalt,1,0,0,0,0,0,0,0,High,1,0,Windig,0,0,1,0,0,0,1,0,Montag_bis_Freitag,0,Positiv,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1702102,2017-02-10,2,261.357365889667,7.0,-1.75,16,10.0,0,4,2,2017,Winter,Kalt,1,0,0,0,0,0,0,0,High,1,0,Windig,0,0,1,0,0,0,1,0,Montag_bis_Freitag,0,Positiv,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
1702112,2017-02-11,2,370.184991912543,7.0,0.0,17,0.0,0,5,2,2017,Winter,Kalt,1,0,0,0,0,0,0,0,High,1,0,Windig,0,0,1,0,0,0,1,0,Wochenende,1,Positiv,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1702122,2017-02-12,2,416.379213088695,8.0,0.375,17,10.0,0,6,2,2017,Winter,Mild,0,1,0,0,0,0,0,0,High,1,0,Windig,0,0,1,0,0,0,1,0,Wochenende,1,Positiv,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1702132,2017-02-13,2,253.451793499213,0.0,-0.25,10,10.0,0,0,2,2017,Winter,Kalt,1,0,0,0,0,0,0,0,High,1,0,Windig,0,0,1,0,0,0,1,0,Montag_bis_Freitag,0,Positiv,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
1702142,2017-02-14,2,255.75728975769,2.0,-0.75,8,49.0,0,1,2,2017,Winter,Kalt,1,0,0,0,0,0,0,0,High,1,0,Nicht windig,1,0,0,0,0,0,1,0,Montag_bis_Freitag,0,Positiv,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1702152,2017-02-15,2,278.538706748637,0.0,5.875,4,5.0,0,2,2,2017,Winter,Mild,0,1,0,0,0,0,0,0,High,1,0,Nicht windig,1,0,0,0,0,0,1,0,Montag_bis_Freitag,0,Positiv,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1702162,2017-02-16,2,309.868693401512,7.0,6.25,10,61.0,0,3,2,2017,Winter,Mild,0,1,0,0,0,0,0,0,High,1,0,Windig,0,0,1,0,0,0,1,0,Montag_bis_Freitag,0,Positiv,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1702172,2017-02-17,2,272.294876852516,7.0,6.0,9,61.0,0,4,2,2017,Winter,Mild,0,1,0,0,0,0,0,0,High,1,0,Nicht windig,1,0,0,0,0,0,1,0,Montag_bis_Freitag,0,Positiv,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
1702182,2017-02-18,2,428.420760681624,7.0,4.625,12,20.0,0,5,2,2017,Winter,Mild,0,1,0,0,0,0,0,0,High,1,0,Windig,0,0,1,0,0,0,1,0,Wochenende,1,Positiv,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1702192,2017-02-19,2,447.567200414903,7.0,5.625,8,61.0,0,6,2,2017,Winter,Mild,0,1,0,0,0,0,0,0,High,1,0,Nicht windig,1,0,0,0,0,0,1,0,Wochenende,1,Positiv,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1702202,2017-02-20,2,253.268174669793,7.0,8.0,16,61.0,0,0,2,2017,Winter,Mild,0,1,0,0,0,0,0,0,High,1,0,Windig,0,0,1,0,0,0,1,0,Montag_bis_Freitag,0,Positiv,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
1702222,2017-02-22,2,190.339694203761,6.0,7.375,20,61.0,0,2,2,2017,Winter,Mild,0,1,0,0,0,0,0,0,High,1,0,Windig,0,0,1,0,0,0,1,0,Montag_bis_Freitag,0,Positiv,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1702232,2017-02-23,2,211.823498155332,7.0,4.375,22,63.0,0,3,2,2017,Winter,Mild,0,1,0,0,0,0,0,0,High,1,0,Sehr windig,0,1,0,0,0,0,1,0,Montag_bis_Freitag,0,Positiv,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1702242,2017-02-24,2,239.782123705357,1.0,4.125,15,21.0,0,4,2,2017,Winter,Mild,0,1,0,0,0,0,0,0,High,1,0,Windig,0,0,1,0,0,0,1,0,Montag_bis_Freitag,0,Positiv,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
1702252,2017-02-25,2,312.627992129368,7.0,3.375,12,61.0,0,5,2,2017,Winter,Mild,0,1,0,0,0,0,0,0,High,1,0,Windig,0,0,1,0,0,0,1,0,Wochenende,1,Positiv,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1702262,2017-02-26,2,428.913586120998,7.0,7.5,11,61.0,0,6,2,2017,Winter,Mild,0,1,0,0,0,0,0,0,High,1,0,Windig,0,0,1,0,0,0,1,0,Wochenende,1,Positiv,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1702282,2017-02-28,2,229.94140636776,6.0,6.0,15,21.0,0,1,2,2017,Winter,Mild,0,1,0,0,0,0,0,1,High,1,0,Windig,0,0,1,0,0,0,1,0,Montag_bis_Freitag,0,Positiv,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1703012,2017-03-01,2,249.680771523383,6.0,5.0,14,63.0,0,2,3,2017,Frühling,Kalt,1,0,0,0,0,0,0,1,High,1,0,Windig,0,0,1,1,0,0,0,0,Montag_bis_Freitag,0,Positiv,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1703022,2017-03-02,2,236.090084433661,3.0,6.5,16,21.0,0,3,3,2017,Frühling,Kalt,1,0,0,0,0,0,0,1,High,1,0,Windig,0,0,1,1,0,0,0,0,Montag_bis_Freitag,0,Positiv,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1703032,2017-03-03,2,238.976721219758,2.0,8.375,10,0.0,0,4,3,2017,Frühling,Kalt,1,0,0,0,0,0,0,1,High,1,0,Windig,0,0,1,1,0,0,0,0,Montag_bis_Freitag,0,Positiv,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
1703042,2017-03-04,2,294.842273268246,6.0,9.125,5,5.0,0,5,3,2017,Frühling,Kalt,1,0,0,0,0,0,0,1,High,1,0,Nicht windig,1,0,0,1,0,0,0,0,Wochenende,1,Positiv,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1703052,2017-03-05,2,402.778273319068,7.0,7.375,12,61.0,0,6,3,2017,Frühling,Kalt,1,0,0,0,0,0,0,1,High,1,0,Windig,0,0,1,1,0,0,0,0,Wochenende,1,Positiv,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1703062,2017-03-06,2,243.60177838846,8.0,3.75,17,0.0,0,0,3,2017,Frühling,Kalt,1,0,0,0,0,0,0,0,High,1,0,Windig,0,0,1,1,0,0,0,0,Montag_bis_Freitag,0,Positiv,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
1703072,2017-03-07,2,220.995436239232,7.0,1.75,7,20.0,0,1,3,2017,Frühling,Kalt,1,0,0,0,0,0,0,0,High,1,0,Nicht windig,1,0,0,1,0,0,0,0,Montag_bis_Freitag,0,Positiv,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1703082,2017-03-08,2,229.762106992602,6.0,5.75,9,61.0,0,2,3,2017,Frühling,Kalt,1,0,0,0,0,0,0,0,High,1,0,Nicht windig,1,0,0,1,0,0,0,0,Montag_bis_Freitag,0,Positiv,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1703092,2017-03-09,2,270.975919358021,7.0,7.375,8,21.0,0,3,3,2017,Frühling,Kalt,1,0,0,0,0,0,0,0,High,1,0,Nicht windig,1,0,0,1,0,0,0,0,Montag_bis_Freitag,0,Positiv,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1703102,2017-03-10,2,269.069152280242,4.0,8.75,16,0.0,0,4,3,2017,Frühling,Kalt,1,0,0,0,0,0,0,0,High,1,0,Windig,0,0,1,1,0,0,0,0,Montag_bis_Freitag,0,Positiv,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
1703112,2017-03-11,2,275.941241422517,2.0,7.75,9,0.0,0,5,3,2017,Frühling,Kalt,1,0,0,0,0,0,0,0,High,1,0,Nicht windig,1,0,0,1,0,0,0,0,Wochenende,1,Positiv,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1703132,2017-03-13,2,242.464512144723,7.0,6.625,7,5.0,0,0,3,2017,Frühling,Kalt,1,0,0,0,0,0,0,0,High,1,0,Nicht windig,1,0,0,1,0,0,0,0,Montag_bis_Freitag,0,Positiv,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
1703142,2017-03-14,2,243.409665197197,6.0,10.5,13,0.0,0,1,3,2017,Frühling,Mild,0,1,0,0,0,0,0,0,High,1,0,Windig,0,0,1,1,0,0,0,0,Montag_bis_Freitag,0,Positiv,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1703152,2017-03-15,2,241.207717005148,0.0,9.25,16,5.0,0,2,3,2017,Frühling,Kalt,1,0,0,0,0,0,0,0,High,1,0,Windig,0,0,1,1,0,0,0,0,Montag_bis_Freitag,0,Positiv,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1703172,2017-03-17,2,225.002939044633,6.0,6.75,18,63.0,0,4,3,2017,Frühling,Kalt,1,0,0,0,0,0,0,0,High,1,0,Windig,0,0,1,1,0,0,0,0,Montag_bis_Freitag,0,Positiv,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
1703182,2017-03-18,2,287.843905619013,5.0,6.875,22,21.0,0,5,3,2017,Frühling,Kalt,1,0,0,0,0,0,0,0,High,1,0,Sehr windig,0,1,0,1,0,0,0,0,Wochenende,1,Positiv,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1703192,2017-03-19,2,381.163708694666,8.0,3.875,9,79.0,0,6,3,2017,Frühling,Kalt,1,0,0,0,0,0,0,0,High,1,0,Nicht windig,1,0,0,1,0,0,0,0,Wochenende,1,Positiv,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1703202,2017-03-20,2,225.438695753547,7.0,10.25,8,61.0,0,0,3,2017,Frühling,Mild,0,1,0,0,0,0,0,0,High,1,0,Nicht windig,1,0,0,1,0,0,0,0,Montag_bis_Freitag,0,Positiv,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
1703212,2017-03-21,2,234.577222381036,5.0,8.75,20,21.0,0,1,3,2017,Frühling,Kalt,1,0,0,0,0,0,0,0,High,1,0,Windig,0,0,1,1,0,0,0,0,Montag_bis_Freitag,0,Positiv,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1703222,2017-03-22,2,239.754869003961,0.0,10.75,11,0.0,0,2,3,2017,Frühling,Mild,0,1,0,0,0,0,0,0,High,1,0,Windig,0,0,1,1,0,0,0,0,Montag_bis_Freitag,0,Positiv,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1703242,2017-03-24,2,263.089113905418,0.0,10.5,7,0.0,0,4,3,2017,Frühling,Mild,0,1,0,0,0,0,0,0,High,1,0,Nicht windig,1,0,0,1,0,0,0,0,Montag_bis_Freitag,0,Positiv,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
1703252,2017-03-25,2,332.663651438926,3.0,9.875,12,0.0,0,5,3,2017,Frühling,Kalt,1,0,0,0,0,0,0,0,High,1,0,Windig,0,0,1,1,0,0,0,0,Wochenende,1,Positiv,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1703262,2017-03-26,2,439.134557811679,3.0,9.375,7,0.0,0,6,3,2017,Frühling,Kalt,1,0,0,0,0,0,0,0,High,1,0,Nicht windig,1,0,0,1,0,0,0,0,Wochenende,1,Positiv,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1703272,2017-03-27,2,281.658152255303,0.0,12.5,11,10.0,0,0,3,2017,Frühling,Mild,0,1,0,0,0,0,0,1,High,1,0,Windig,0,0,1,1,0,0,0,0,Montag_bis_Freitag,0,Positiv,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
1703282,2017-03-28,2,301.988407159166,0.0,13.875,7,0.0,0,1,3,2017,Frühling,Mild,0,1,0,0,0,0,0,1,High,1,0,Nicht windig,1,0,0,1,0,0,0,0,Montag_bis_Freitag,0,Positiv,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1703292,2017-03-29,2,283.901062102534,8.0,10.0,13,21.0,0,2,3,2017,Frühling,Kalt,1,0,0,0,0,0,0,1,High,1,0,Windig,0,0,1,1,0,0,0,0,Montag_bis_Freitag,0,Positiv,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1703302,2017-03-30,2,258.352530429171,7.0,16.0,12,61.0,0,3,3,2017,Frühling,Mild,0,1,0,0,0,0,0,1,High,1,0,Windig,0,0,1,1,0,0,0,0,Montag_bis_Freitag,0,Positiv,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1704012,2017-04-01,2,400.922478349418,2.0,15.75,7,0.0,0,5,4,2017,Frühling,Mild,0,1,0,0,0,0,0,1,High,1,0,Nicht windig,1,0,0,1,0,0,0,0,Wochenende,1,Positiv,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1704022,2017-04-02,2,432.301825932669,2.0,13.375,13,0.0,0,6,4,2017,Frühling,Mild,0,1,0,0,0,0,0,1,High,1,0,Windig,0,0,1,1,0,0,0,0,Wochenende,1,Positiv,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1704042,2017-04-04,2,281.892523822351,2.0,12.625,8,0.0,0,1,4,2017,Frühling,Mild,0,1,0,0,0,0,0,1,High,1,0,Nicht windig,1,0,0,1,0,0,0,0,Montag_bis_Freitag,0,Positiv,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1704052,2017-04-05,2,250.769371674356,5.0,9.875,18,21.0,0,2,4,2017,Frühling,Kalt,1,0,0,0,0,0,0,1,High,1,0,Windig,0,0,1,1,0,0,0,0,Montag_bis_Freitag,0,Positiv,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1704062,2017-04-06,2,254.338964495354,6.0,10.0,17,0.0,0,3,4,2017,Frühling,Kalt,1,0,0,0,0,0,0,0,High,1,0,Windig,0,0,1,1,0,0,0,0,Montag_bis_Freitag,0,Positiv,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1704072,2017-04-07,2,334.908836896616,6.0,11.125,18,20.0,0,4,4,2017,Frühling,Mild,0,1,0,0,0,0,0,0,High,1,0,Windig,0,0,1,1,0,0,0,1,Montag_bis_Freitag,0,Positiv,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
1704092,2017-04-09,2,436.776106619664,0.0,16.0,9,5.0,0,6,4,2017,Frühling,Mild,0,1,0,0,0,0,0,0,High,1,0,Nicht windig,1,0,0,1,0,0,0,1,Wochenende,1,Positiv,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1704102,2017-04-10,2,371.780197997679,7.0,9.5,19,21.0,0,0,4,2017,Frühling,Kalt,1,0,0,0,0,0,0,0,High,1,0,Windig,0,0,1,1,0,0,0,1,Montag_bis_Freitag,0,Positiv,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
1704112,2017-04-11,2,358.664757300646,5.0,8.75,18,21.0,0,1,4,2017,Frühling,Kalt,1,0,0,0,0,0,0,0,High,1,0,Windig,0,0,1,1,0,0,0,1,Montag_bis_Freitag,0,Positiv,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1704122,2017-04-12,2,355.373078137408,7.0,8.75,13,61.0,0,2,4,2017,Frühling,Kalt,1,0,0,0,0,0,0,0,High,1,0,Windig,0,0,1,1,0,0,0,1,Montag_bis_Freitag,0,Positiv,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1704132,2017-04-13,2,538.001607100292,7.0,9.0,18,61.0,0,3,4,2017,Frühling,Kalt,1,0,0,0,0,0,0,0,High,1,0,Windig,0,0,1,1,0,0,0,1,Montag_bis_Freitag,0,Positiv,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1704152,2017-04-15,2,703.461610637217,6.0,8.125,23,63.0,0,5,4,2017,Frühling,Kalt,1,0,0,0,0,0,0,0,High,1,0,Sehr windig,0,1,0,1,0,0,0,1,Wochenende,1,Positiv,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1704162,2017-04-16,2,587.643444652763,7.0,6.875,7,61.0,0,6,4,2017,Frühling,Kalt,1,0,0,0,0,0,0,0,High,1,0,Nicht windig,1,0,0,1,0,0,0,1,Wochenende,1,Positiv,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1704172,2017-04-17,2,535.752770931191,6.0,6.25,10,61.0,0,0,4,2017,Frühling,Kalt,1,0,0,1,0,0,0,0,High,1,0,Windig,0,0,1,1,0,0,0,1,Montag_bis_Freitag,0,Positiv,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
1704192,2017-04-19,2,335.51977175735,0.0,6.375,10,0.0,0,2,4,2017,Frühling,Kalt,1,0,0,0,0,0,0,0,High,1,0,Windig,0,0,1,1,0,0,0,1,Montag_bis_Freitag,0,Positiv,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1704212,2017-04-21,2,362.773394053737,7.0,11.875,19,61.0,0,4,4,2017,Frühling,Mild,0,1,0,0,0,0,0,0,High,1,0,Windig,0,0,1,1,0,0,0,1,Montag_bis_Freitag,0,Positiv,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
1704222,2017-04-22,2,288.896109942583,5.0,7.5,21,61.0,0,5,4,2017,Frühling,Kalt,1,0,0,0,0,0,0,0,High,1,0,Sehr windig,0,1,0,1,0,0,0,1,Wochenende,1,Positiv,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1704232,2017-04-23,2,344.478120384968,4.0,7.875,20,21.0,0,6,4,2017,Frühling,Kalt,1,0,0,0,0,0,0,0,High,1,0,Windig,0,0,1,1,0,0,0,0,Wochenende,1,Positiv,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1704242,2017-04-24,2,252.01457232722,7.0,8.875,17,63.0,0,0,4,2017,Frühling,Kalt,1,0,0,0,0,0,0,0,High,1,0,Windig,0,0,1,1,0,0,0,0,Montag_bis_Freitag,0,Positiv,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
1704252,2017-04-25,2,264.954804770732,5.0,5.5,15,69.0,0,1,4,2017,Frühling,Kalt,1,0,0,0,0,0,0,0,High,1,0,Windig,0,0,1,1,0,0,0,0,Montag_bis_Freitag,0,Positiv,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1704262,2017-04-26,2,249.875360970281,6.0,7.625,7,61.0,0,2,4,2017,Frühling,Kalt,1,0,0,0,0,0,0,0,High,1,0,Nicht windig,1,0,0,1,0,0,0,0,Montag_bis_Freitag,0,Positiv,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1704272,2017-04-27,2,307.530107231385,6.0,8.625,13,61.0,0,3,4,2017,Frühling,Kalt,1,0,0,0,0,0,0,1,High,1,0,Windig,0,0,1,1,0,0,0,0,Montag_bis_Freitag,0,Positiv,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1704282,2017-04-28,2,307.704983145882,7.0,8.625,10,61.0,0,4,4,2017,Frühling,Kalt,1,0,0,0,0,0,0,1,High,1,0,Windig,0,0,1,1,0,0,0,0,Montag_bis_Freitag,0,Positiv,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
1704292,2017-04-29,2,398.46430059208,4.0,7.125,9,61.0,0,5,4,2017,Frühling,Kalt,1,0,0,0,0,0,0,1,High,1,0,Nicht windig,1,0,0,1,0,0,0,0,Wochenende,1,Positiv,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1704302,2017-04-30,2,562.916646456546,1.0,11.875,12,0.0,0,6,4,2017,Frühling,Mild,0,1,0,0,0,0,0,1,High,1,0,Windig,0,0,1,1,0,0,0,0,Wochenende,1,Positiv,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1705022,2017-05-02,2,315.630672686886,2.0,10.875,21,5.0,0,1,5,2017,Frühling,Mild,0,1,0,0,0,0,0,1,High,1,0,Sehr windig,0,1,0,1,0,0,0,0,Montag_bis_Freitag,0,Positiv,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1705032,2017-05-03,2,284.682835501851,3.0,11.25,20,5.0,0,2,5,2017,Frühling,Mild,0,1,0,0,0,0,0,1,High,1,0,Windig,0,0,1,1,0,0,0,0,Montag_bis_Freitag,0,Positiv,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1705052,2017-05-05,2,285.806850844963,7.0,8.25,15,61.0,0,4,5,2017,Frühling,Kalt,1,0,0,0,0,0,0,1,High,1,0,Windig,0,0,1,1,0,0,0,0,Montag_bis_Freitag,0,Positiv,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
1705062,2017-05-06,2,362.221217999852,7.0,11.0,7,0.0,0,5,5,2017,Frühling,Mild,0,1,0,0,0,0,0,0,High,1,0,Nicht windig,1,0,0,1,0,0,0,0,Wochenende,1,Positiv,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1705072,2017-05-07,2,508.869139944886,0.0,17.125,9,0.0,0,6,5,2017,Frühling,Mild,0,1,0,0,0,0,0,0,High,1,0,Nicht windig,1,0,0,1,0,0,0,0,Wochenende,1,Positiv,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1705082,2017-05-08,2,311.132934202698,1.0,9.75,19,5.0,0,0,5,2017,Frühling,Kalt,1,0,0,0,0,0,0,0,High,1,0,Windig,0,0,1,1,0,0,0,0,Montag_bis_Freitag,0,Positiv,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
1705102,2017-05-10,2,336.064196426434,7.0,9.25,11,61.0,0,2,5,2017,Frühling,Kalt,1,0,0,0,0,0,0,0,High,1,0,Windig,0,0,1,1,0,0,0,0,Montag_bis_Freitag,0,Positiv,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1705122,2017-05-12,2,367.750542687151,7.0,12.75,13,61.0,0,4,5,2017,Frühling,Mild,0,1,0,0,0,0,0,0,High,1,0,Windig,0,0,1,1,0,0,0,0,Montag_bis_Freitag,0,Positiv,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
1705132,2017-05-13,2,459.7247031502,6.0,17.875,6,21.0,0,5,5,2017,Frühling,Mild,0,1,0,0,0,0,0,0,High,1,0,Nicht windig,1,0,0,1,0,0,0,0,Wochenende,1,Positiv,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1705142,2017-05-14,2,530.58659713245,2.0,18.75,12,0.0,0,6,5,2017,Frühling,Mild,0,1,0,0,0,0,0,0,High,1,0,Windig,0,0,1,1,0,0,0,0,Wochenende,1,Positiv,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1705152,2017-05-15,2,342.889202042715,3.0,17.375,9,0.0,0,0,5,2017,Frühling,Mild,0,1,0,0,0,0,0,0,High,1,0,Nicht windig,1,0,0,1,0,0,0,0,Montag_bis_Freitag,0,Positiv,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
1705162,2017-05-16,2,313.764952419603,7.0,14.125,8,61.0,0,1,5,2017,Frühling,Mild,0,1,0,0,0,0,0,0,High,1,0,Nicht windig,1,0,0,1,0,0,0,0,Montag_bis_Freitag,0,Positiv,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1705192,2017-05-19,2,323.868172489266,6.0,17.375,7,21.0,0,4,5,2017,Frühling,Mild,0,1,0,0,0,0,0,0,High,1,0,Nicht windig,1,0,0,1,0,0,0,0,Montag_bis_Freitag,0,Positiv,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
1705232,2017-05-23,2,298.6104668373,4.0,22.125,15,95.0,0,1,5,2017,Frühling,Warm,0,0,1,0,0,0,0,0,High,1,0,Windig,0,0,1,1,0,0,0,0,Montag_bis_Freitag,0,Positiv,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1705242,2017-05-24,2,321.683000444292,3.0,17.125,18,0.0,0,2,5,2017,Frühling,Mild,0,1,0,0,0,0,0,0,High,1,0,Windig,0,0,1,1,0,0,0,0,Montag_bis_Freitag,0,Positiv,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1705262,2017-05-26,2,477.872595597851,0.0,20.75,6,0.0,0,4,5,2017,Frühling,Warm,0,0,1,0,0,0,0,0,High,1,0,Nicht windig,1,0,0,1,0,0,0,0,Montag_bis_Freitag,0,Positiv,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
1705282,2017-05-28,2,562.175923774896,1.0,22.375,14,61.0,0,6,5,2017,Frühling,Warm,0,0,1,0,0,0,0,1,High,1,0,Windig,0,0,1,1,0,0,0,0,Wochenende,1,Positiv,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
