Datum,Warengruppe,Umsatz,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode
2013-07-28,2,871.802546455837,4.0,24.8875,13,61.0
2013-07-30,2,690.117757120039,5.0,21.075,13,21.0
2013-07-31,2,667.842224335937,5.0,20.275,16,65.0
2013-08-01,2,667.213719343287,6.0,23.4,7,21.0
2013-08-03,2,930.801703150498,4.0,23.3625,11,63.0
2013-08-08,2,486.25509543792,7.0,16.975,12,20.0
2013-08-09,2,539.975155104136,4.0,20.3375,10,21.0
2013-08-10,2,614.511830668785,7.0,19.3625,12,61.0
2013-08-11,2,666.9113081568,7.0,16.3875,9,61.0
2013-08-12,2,510.019126480035,7.0,16.45,11,63.0
2013-08-13,2,535.403212817658,3.0,16.4,16,95.0
2013-08-14,2,520.123590697437,4.0,18.2625,18,61.0
2013-08-16,2,552.153714601025,4.0,23.575,11,0.0
2013-08-17,2,583.657434231324,6.0,20.55,7,0.0
2013-08-18,2,669.186211470815,7.0,18.5875,10,63.0
2013-08-20,2,478.730297151576,7.0,17.775,8,61.0
2013-08-24,2,707.94429725517,0.0,20.85,16,5.0
2013-08-25,2,726.257649523775,0.0,21.3875,16,5.0
2013-08-26,2,451.536740815421,0.0,20.125,15,5.0
2013-08-30,2,492.141265198519,6.0,19.7875,8,5.0
2013-08-31,2,581.490537751984,5.0,18.35,16,21.0
2013-09-01,2,481.584829613001,7.0,15.8625,16,61.0
2013-09-02,2,350.023432755307,7.0,16.575,17,63.0
2013-09-03,2,357.401285676803,7.0,18.225,11,21.0
2013-09-08,2,576.040699297842,7.0,20.1625,8,61.0
2013-09-09,2,331.981293986457,8.0,11.575,11,63.0
2013-09-10,2,363.667829135983,6.0,13.5875,11,65.0
2013-09-11,2,350.81380789681,6.0,13.9,8,61.0
2013-09-12,2,354.282593212868,6.0,16.1125,6,61.0
2013-09-13,2,413.041864366013,6.0,17.4375,5,21.0
2013-09-14,2,530.825102628704,5.0,17.625,10,63.0
2013-09-15,2,494.908185078447,7.0,14.8625,10,21.0
2013-09-16,2,363.701917843028,3.0,13.1375,13,21.0
2013-09-17,2,321.054881338889,5.0,13.1375,10,63.0
2013-09-19,2,362.273757016504,5.0,14.8375,11,63.0
2013-09-22,2,500.579617827733,6.0,17.1375,14,21.0
2013-09-23,2,339.417738661045,7.0,17.3125,14,21.0
2013-09-25,2,333.964687913619,6.0,13.5375,7,61.0
2013-09-27,2,337.894647078396,5.0,13.0125,8,21.0
2013-10-01,2,356.816079467772,0.0,12.9125,13,5.0
2013-10-03,2,592.567211256288,0.0,11.7625,12,5.0
2013-10-04,2,501.347948785726,5.0,11.2,8,63.0
2013-10-05,2,532.496621420318,7.0,15.575,8,20.0
2013-10-08,2,324.616615610371,6.0,15.1125,8,61.0
2013-10-09,2,369.540618454844,7.0,14.3125,10,21.0
2013-10-11,2,349.112977802115,7.0,13.8625,20,10.0
2013-10-12,2,425.070804590291,8.0,13.025,21,63.0
2013-10-15,2,354.885414944464,7.0,10.6625,4,63.0
2013-10-17,2,324.982641344802,7.0,12.0,15,65.0
2013-10-20,2,437.66111375148,7.0,15.1875,8,21.0
2013-10-21,2,312.390458346719,7.0,14.2625,8,61.0
2013-10-24,2,347.147339698928,5.0,12.6875,12,61.0
2013-10-25,2,331.531922475238,7.0,11.8875,7,61.0
2013-10-26,2,403.176380323358,5.0,16.775,10,21.0
2013-10-27,2,541.86792448218,6.0,14.9875,16,65.0
2013-10-28,2,358.47390890485,7.0,14.3625,29,63.0
2013-10-29,2,343.382554561478,7.0,10.775,17,63.0
2013-10-30,2,315.521819776895,6.0,10.4375,10,61.0
2013-10-31,2,297.251141804671,5.0,11.1625,13,21.0
2013-11-01,2,336.018177940212,8.0,10.625,9,63.0
2013-11-02,2,433.411475491698,8.0,8.8875,3,63.0
2013-11-03,2,549.620047848044,6.0,10.7,15,21.0
2013-11-04,2,269.386056106044,7.0,6.8375,7,63.0
2013-11-05,2,247.501683917765,4.0,8.9,12,61.0
2013-11-06,2,273.952220004938,4.0,8.1375,12,63.0
2013-11-07,2,276.67098423661,6.0,9.5,10,61.0
2013-11-09,2,391.257430539666,5.0,7.7,16,63.0
2013-11-10,2,554.358848899602,2.0,6.9875,12,63.0
2013-11-12,2,257.306498146673,7.0,5.9375,9,61.0
2013-11-13,2,253.679516784304,1.0,8.8,12,0.0
2013-11-14,2,252.672301244525,5.0,6.9375,9,21.0
2013-11-15,2,261.631579072909,7.0,6.45,6,21.0
2013-11-17,2,585.360633461221,2.0,8.8875,8,0.0
2013-11-18,2,271.38800449289,7.0,6.65,5,63.0
2013-11-19,2,256.059323867932,8.0,5.8375,8,61.0
2013-11-21,2,265.659732396587,2.0,3.275,8,10.0
2013-11-22,2,264.858352033057,7.0,5.375,10,21.0
2013-11-27,2,249.98388856265,8.0,7.3125,12,61.0
2013-11-29,2,270.604986736201,8.0,5.9875,11,63.0
2013-11-30,2,364.558396204025,7.0,5.525,10,20.0
2013-12-01,2,584.644687013588,5.0,8.6625,20,61.0
2013-12-02,2,278.664927166837,0.0,3.0625,4,10.0
2013-12-03,2,247.82662169358,8.0,1.7125,6,28.0
2013-12-04,2,267.381898238725,7.0,5.85,11,63.0
2013-12-05,2,270.133710033378,7.0,4.4625,24,63.0
2013-12-06,2,242.429691903367,6.0,1.7875,25,73.0
2013-12-07,2,330.405150816589,5.0,1.0,11,22.0
2013-12-08,2,502.371531950746,8.0,6.975,16,63.0
2013-12-09,2,224.635145960176,7.0,9.2375,10,45.0
2013-12-10,2,257.948246753247,7.0,7.1875,8,61.0
2013-12-11,2,258.730733034518,7.0,5.025,9,10.0
2013-12-12,2,246.420486617343,8.0,2.525,8,28.0
2013-12-13,2,215.102454376754,7.0,3.5375,6,61.0
2013-12-14,2,327.613078777548,7.0,3.0125,7,61.0
2013-12-15,2,564.33503068692,8.0,7.925,12,61.0
2013-12-17,2,261.524378936327,8.0,4.95,8,61.0
2013-12-18,2,241.880289555687,7.0,6.85,8,10.0
2013-12-19,2,265.154110289682,7.0,7.4,10,63.0
2013-12-20,2,273.618541350621,7.0,5.2875,10,61.0
2013-12-21,2,354.063657483224,8.0,6.5625,13,63.0
2013-12-22,2,463.81219748514,7.0,8.1375,12,61.0
2013-12-24,2,531.778119659333,7.0,11.4375,18,61.0
2013-12-27,2,433.889713549154,7.0,5.7625,15,63.0
2013-12-29,2,510.015069971101,7.0,5.7125,9,63.0
2013-12-30,2,494.782420691912,4.0,4.75,11,10.0
2014-01-02,2,449.418219323415,7.0,6.25,9,63.0
2014-01-03,2,405.814478197605,7.0,6.8375,10,63.0
2014-01-05,2,529.982266493949,7.0,6.1875,11,63.0
2014-01-06,2,299.874480982131,7.0,7.9125,11,65.0
2014-01-08,2,258.406939246541,7.0,8.6375,15,63.0
2014-01-09,2,260.439674899334,7.0,9.6125,16,61.0
2014-01-10,2,286.482721735479,7.0,6.6375,17,61.0
2014-01-11,2,384.22983618022,7.0,5.5875,18,63.0
2014-01-12,2,582.354079603658,2.0,5.525,16,21.0
2014-01-13,2,251.321752602056,8.0,3.1375,10,69.0
2014-01-14,2,305.619039555862,6.0,4.225,6,28.0
2014-01-15,2,266.688234496087,7.0,3.228571,7,28.0
2014-01-16,2,280.275781868982,8.0,2.7375,9,63.0
2014-01-17,2,257.771904141454,7.0,6.7375,4,61.0
2014-01-18,2,357.4107536578,7.0,5.8875,8,61.0
2014-01-19,2,519.732257703175,7.0,2.8625,19,10.0
2014-01-20,2,273.490861004483,8.0,0.3875,13,61.0
2014-01-21,2,259.272175875601,7.0,-0.65,7,77.0
2014-01-22,2,241.123430544226,8.0,-3.1125,14,22.0
2014-01-23,2,263.978251498374,8.0,-3.1875,11,22.0
2014-01-24,2,261.219962431997,2.0,-5.1625,13,10.0
2014-01-26,2,483.659434750003,1.0,-8.475,10,10.0
2014-01-27,2,228.4378109063,5.0,0.7,9,69.0
2014-01-28,2,297.344059006804,7.0,-0.2625,10,10.0
2014-01-29,2,230.305934307389,7.0,-5.05,13,77.0
2014-01-30,2,268.187299324192,7.0,-4.4875,8,77.0
2014-01-31,2,286.654898966864,8.0,-3.6875,7,10.0
2014-02-01,2,363.477743653721,7.0,3.225,10,63.0
2014-02-03,2,348.771730579887,1.0,3.475,8,10.0
2014-02-04,2,260.453691923776,5.0,3.925,6,10.0
2014-02-05,2,303.821114890027,4.0,3.675,8,10.0
2014-02-06,2,281.271370841592,7.0,7.875,11,20.0
2014-02-07,2,277.116052767499,7.0,8.475,15,63.0
2014-02-08,2,444.88120408508,7.0,6.2875,12,61.0
2014-02-09,2,569.839111992589,5.0,6.7125,15,63.0
2014-02-11,2,316.588828519672,7.0,4.925,12,61.0
2014-02-12,2,304.004411606266,4.0,6.1,13,10.0
2014-02-14,2,313.418025928576,5.0,5.2125,9,10.0
2014-02-16,2,642.255713146016,7.0,6.0625,17,63.0
2014-02-18,2,275.501866816375,7.0,7.8,8,10.0
2014-02-19,2,317.300543446827,7.0,6.325,8,61.0
2014-02-20,2,332.24034886181,6.0,9.1,11,10.0
2014-02-21,2,304.683845985775,7.0,7.5125,11,61.0
2014-02-22,2,501.288627565406,7.0,5.925,11,21.0
2014-02-27,2,300.168385368184,1.0,8.8875,7,10.0
2014-02-28,2,304.253089953571,7.0,6.1875,6,61.0
2014-03-01,2,463.931706683171,2.0,5.075,9,10.0
2014-03-02,2,613.772072740439,6.0,6.5625,9,10.0
2014-03-03,2,340.843721805049,0.0,9.1875,10,5.0
2014-03-04,2,322.507407389951,7.0,6.6875,7,10.0
2014-03-05,2,272.380162040079,7.0,4.6875,7,28.0
2014-03-06,2,296.782446572738,3.0,8.925,9,10.0
2014-03-07,2,293.295574945633,6.0,11.275,10,5.0
2014-03-12,2,275.552175296613,0.0,10.2125,8,0.0
2014-03-16,2,427.380944455632,7.0,9.3375,24,61.0
2014-03-17,2,283.82852752228,7.0,9.5875,18,61.0
2014-03-18,2,286.018793506259,7.0,9.6875,16,21.0
2014-03-19,2,287.60155477635,7.0,9.45,18,61.0
2014-03-21,2,316.080628373637,7.0,6.8875,14,63.0
2014-03-22,2,497.958416841062,5.0,8.85,11,63.0
2014-03-25,2,327.070593673512,2.0,7.725,10,21.0
2014-03-26,2,316.014621957881,5.0,7.85,11,21.0
2014-03-28,2,373.193892353262,8.0,5.4,12,10.0
2014-03-29,2,600.636330304354,3.0,9.375,8,10.0
2014-03-30,2,541.041022021925,0.0,11.2625,8,28.0
2014-03-31,2,340.519359885231,7.0,7.4375,4,45.0
2014-04-01,2,344.347041678838,8.0,5.7625,13,10.0
2014-04-02,2,357.401889148184,2.0,12.45,8,10.0
2014-04-03,2,338.691456861455,3.0,7.6125,15,10.0
2014-04-04,2,348.498254975841,6.0,6.45,15,0.0
2014-04-05,2,524.065479089145,8.0,9.825,5,61.0
2014-04-06,2,577.282474747519,7.0,12.1875,8,63.0
2014-04-07,2,357.629946491513,7.0,15.7875,10,63.0
2014-04-08,2,353.523529645886,7.0,9.8125,19,61.0
2014-04-09,2,366.100231824073,7.0,10.1875,20,21.0
2014-04-12,2,574.526430697981,4.0,11.2,12,0.0
2014-04-14,2,407.696472609752,5.0,8.9,23,61.0
2014-04-19,2,701.506792782752,1.0,11.125,13,5.0
2014-04-20,2,670.020496886695,0.0,13.875,15,5.0
2014-04-21,2,683.784882752709,4.0,13.425,15,0.0
2014-04-22,2,460.8751181337,3.0,15.45,10,10.0
2014-04-23,2,465.58877492787,8.0,9.825,11,21.0
2014-04-29,2,426.634045431234,0.0,18.0875,8,0.0
2014-05-05,2,1203.43112985675,8.0,10.7125,6,21.0
2014-05-07,2,315.890695137174,4.0,14.2125,15,65.0
2014-05-08,2,366.1450783331,7.0,12.45,10,63.0
2014-05-09,2,324.860077549193,6.0,12.3875,10,61.0
2014-05-10,2,478.617066120892,7.0,13.275,12,61.0
2014-05-11,2,460.682512294828,7.0,11.5625,12,63.0
2014-05-12,2,328.92733265268,7.0,12.7,14,63.0
2014-05-13,2,297.999814467772,7.0,11.5625,15,21.0
2014-05-17,2,507.850100762978,0.0,16.625,8,0.0
2014-05-19,2,385.830427464834,6.0,13.7625,8,61.0
2014-05-23,2,410.166785875368,7.0,18.0125,12,65.0
2014-05-27,2,424.223657962549,7.0,12.8875,21,21.0
2014-05-28,2,440.753384253967,7.0,10.2,22,21.0
2014-06-01,2,676.063588454464,7.0,13.825,6,21.0
2014-06-05,2,390.575773242664,5.0,15.0375,18,65.0
2014-06-08,2,681.186640749589,6.0,22.1,12,21.0
2014-06-11,2,400.748048990214,7.0,20.5,8,61.0
2014-06-13,2,469.760139519046,7.0,17.45,18,21.0
2014-06-16,2,433.505937817699,6.0,18.3125,10,0.0
2014-06-19,2,429.955728270914,7.0,15.2875,19,21.0
2014-06-21,2,691.302129885254,6.0,15.5125,18,61.0
2014-06-24,2,508.608322070437,7.0,14.3625,7,21.0
2014-06-26,2,583.733870024269,6.0,17.575,8,63.0
2014-06-27,2,595.204307059367,4.0,20.1625,7,95.0
2014-06-28,2,861.858616856627,6.0,16.9625,6,95.0
2014-06-29,2,770.70069957598,7.0,17.3125,8,61.0
2014-07-01,2,394.082975399495,6.0,15.6875,14,61.0
2014-07-05,2,576.842941856878,6.0,24.5875,10,65.0
2014-07-08,2,497.86988009808,7.0,19.6,15,63.0
2014-07-09,2,494.252899710859,0.0,24.65,24,5.0
2014-07-10,2,531.353706005132,0.0,24.757142,18,0.0
2014-07-13,2,755.585190097404,7.0,18.6,10,61.0
2014-07-14,2,549.516511042481,7.0,19.45,15,63.0
2014-07-21,2,603.860645292956,0.0,23.4875,19,5.0
2014-07-26,2,685.499474554993,6.0,22.375,10,21.0
2014-07-27,2,782.178370436687,3.0,25.55,12,21.0
2014-07-31,2,600.50135887024,3.0,22.4375,12,21.0
2014-08-03,2,771.25128183175,5.0,23.0875,9,63.0
2014-08-07,2,716.105540961349,7.0,20.3125,6,61.0
2014-08-09,2,874.906746085002,6.0,20.1,17,61.0
2014-08-11,2,653.868277321944,4.0,20.075,13,21.0
2014-08-12,2,664.240810149929,5.0,16.9125,12,95.0
2014-08-14,2,678.815717852276,7.0,18.05,10,65.0
2014-08-15,2,693.284904927365,6.0,18.3625,8,61.0
2014-08-16,2,799.707903247338,6.0,17.2,15,61.0
2014-08-18,2,764.810921387808,6.0,15.2,15,61.0
2014-08-19,2,628.966445772187,6.0,14.0875,12,61.0
2014-08-20,2,643.938175647555,5.0,15.675,17,21.0
2014-08-21,2,619.405496973352,5.0,16.2625,11,21.0
2014-08-22,2,648.097075152002,7.0,16.325,12,61.0
2014-08-23,2,811.164148879375,4.0,15.9875,11,21.0
2014-08-24,2,861.503164156281,3.0,16.3125,20,21.0
2014-08-25,2,453.730646773893,5.0,14.7875,13,65.0
2014-08-28,2,531.716288092032,0.0,19.75,9,0.0
2014-08-29,2,523.697281303577,5.0,19.125,12,63.0
2014-08-30,2,663.358329683797,7.0,17.75,9,61.0
2014-08-31,2,636.485647070072,7.0,16.375,8,21.0
2014-09-01,2,482.354587353566,7.0,17.875,12,61.0
2014-09-07,2,611.729474874284,5.0,20.0,6,21.0
2014-09-08,2,362.94350360382,4.0,17.375,12,21.0
2014-09-09,2,417.309647321288,6.0,17.125,16,63.0
2014-09-14,2,567.700325745729,7.0,17.625,14,61.0
2014-09-19,2,402.244894589535,0.0,20.75,9,5.0
2014-09-20,2,569.825965185954,3.0,19.375,7,10.0
2014-09-21,2,602.711358590014,4.0,17.0,15,21.0
2014-09-22,2,381.105485691034,6.0,13.0,17,21.0
2014-09-24,2,366.573708065858,7.0,15.375,10,63.0
2014-09-25,2,354.840744536323,7.0,14.5,17,61.0
2014-09-26,2,379.344936641425,7.0,16.75,13,61.0
2014-09-30,2,419.295409384144,7.0,16.5,5,61.0
2014-10-01,2,416.001423907184,6.0,17.75,6,10.0
2014-10-03,2,707.739671966281,3.0,20.0,6,10.0
2014-10-04,2,677.822064186239,0.0,18.5,8,5.0
2014-10-06,2,469.08880026482,2.0,15.75,15,10.0
2014-10-07,2,484.578575879817,7.0,13.0,10,65.0
2014-10-08,2,470.174747308647,6.0,14.125,10,61.0
2014-10-12,2,599.265107232525,5.0,15.125,7,20.0
2014-10-13,2,451.010836320036,7.0,12.625,12,63.0
2014-10-14,2,448.670332736577,6.0,14.0,5,61.0
2014-10-15,2,512.13078238518,7.0,13.875,6,21.0
2014-10-16,2,442.369110603724,7.0,13.5,6,61.0
2014-10-17,2,466.802718980504,7.0,14.375,10,65.0
2014-10-18,2,704.513358167715,7.0,15.25,7,21.0
2014-10-19,2,641.165146886643,7.0,17.375,13,95.0
2014-10-20,2,384.841833056267,6.0,14.625,18,61.0
2014-10-21,2,407.362339131089,7.0,12.5,9,63.0
2014-10-22,2,418.311469787191,6.0,13.0,12,0.0
2014-10-23,2,445.284138246298,6.0,13.125,7,0.0
2014-10-25,2,546.509665264924,7.0,12.125,7,61.0
2014-10-26,2,623.565486683245,5.0,12.75,9,0.0
2014-10-29,2,411.213305357583,7.0,8.375,7,20.0
2014-10-30,2,451.617664945835,2.0,10.625,5,10.0
2014-10-31,2,404.579872169049,8.0,12.875,5,10.0
2014-11-01,2,501.127170965679,2.0,16.5,8,0.0
2014-11-02,2,643.077472226689,3.0,15.375,10,21.0
2014-11-03,2,385.893487521255,4.0,13.75,12,0.0
2014-11-04,2,341.433323177735,7.0,11.625,8,61.0
2014-11-05,2,325.21061769105,7.0,9.5,11,61.0
2014-11-06,2,367.7203968189,5.0,8.875,10,0.0
2014-11-07,2,352.071739490799,0.0,8.625,9,10.0
2014-11-10,2,316.334010323171,6.0,8.75,7,61.0
2014-11-11,2,297.976942376189,2.0,8.625,7,10.0
2014-11-12,2,341.294225591248,7.0,9.75,10,10.0
2014-11-13,2,313.889092710271,7.0,10.75,4,28.0
2014-11-14,2,333.817583254463,7.0,10.75,10,10.0
2014-11-15,2,422.089000189331,8.0,9.25,14,10.0
2014-11-16,2,657.334905297112,7.0,8.0,14,61.0
2014-11-17,2,332.904975201731,7.0,9.625,7,10.0
2014-11-18,2,263.379736825833,7.0,8.875,13,61.0
2014-11-19,2,289.909258530776,7.0,8.5,11,61.0
2014-11-20,2,281.963424468143,5.0,6.125,7,0.0
2014-11-21,2,319.57590091164,6.0,6.5,5,61.0
2014-11-22,2,453.568987542716,7.0,5.75,9,61.0
2014-11-23,2,669.96766227908,6.0,6.75,7,21.0
2014-11-24,2,308.910885833847,3.0,9.375,10,0.0
2014-11-25,2,296.604331640713,0.0,6.875,4,0.0
2014-11-27,2,295.530738816532,0.0,4.5,10,10.0
2014-11-28,2,304.300653670483,6.0,1.625,16,10.0
2014-11-29,2,409.329550481107,8.0,1.0,10,5.0
2014-11-30,2,663.600383039894,8.0,0.0,11,10.0
2014-12-01,2,270.594408452574,7.0,-2.0,13,10.0
2014-12-02,2,275.978325664349,8.0,-3.0,7,10.0
2014-12-03,2,263.707717313025,7.0,0.625,10,10.0
2014-12-04,2,277.730660490861,8.0,3.75,9,61.0
2014-12-05,2,251.296113439956,7.0,2.0,7,61.0
2014-12-06,2,425.235714224439,2.0,5.75,7,10.0
2014-12-07,2,579.742464536357,7.0,4.875,12,61.0
2014-12-08,2,256.596029206385,7.0,3.25,8,61.0
2014-12-09,2,264.881624734699,8.0,2.125,9,45.0
2014-12-10,2,252.699007927617,5.0,4.875,13,61.0
2014-12-11,2,283.467086138155,7.0,4.0,12,95.0
2014-12-12,2,236.144754325065,7.0,7.25,18,61.0
2014-12-13,2,401.072721907004,5.0,4.75,10,61.0
2014-12-14,2,588.469539344584,4.0,3.5,9,10.0
2014-12-15,2,243.234625513043,7.0,4.75,11,61.0
2014-12-16,2,280.87425993814,8.0,4.625,12,61.0
2014-12-17,2,269.192321020123,7.0,3.625,10,61.0
2014-12-18,2,303.352792801362,7.0,10.0,11,61.0
2014-12-19,2,307.884791280942,5.0,8.125,15,61.0
2014-12-20,2,384.797857820002,6.0,5.375,24,21.0
2014-12-21,2,508.555021590987,6.0,6.625,14,21.0
2014-12-22,2,320.634871026775,7.0,9.75,21,63.0
2014-12-23,2,408.003200633712,7.0,9.125,19,61.0
2014-12-24,2,477.653662285463,5.0,7.75,21,61.0
2014-12-28,2,623.538032623429,1.0,-0.5,7,0.0
2014-12-29,2,458.033861425878,5.0,0.75,10,0.0
2014-12-30,2,581.740967169718,7.0,5.25,9,21.0
2014-12-31,2,643.377780141136,6.0,7.375,11,61.0
2015-01-02,2,512.177720196036,6.0,7.75,24,61.0
2015-01-03,2,495.483686243828,7.0,4.875,25,69.0
2015-01-05,2,349.399884653548,8.0,5.875,8,20.0
2015-01-06,2,310.462558578491,8.0,3.625,8,10.0
2015-01-07,2,289.568739500106,6.0,5.75,10,61.0
2015-01-08,2,313.907584824392,8.0,6.375,9,61.0
2015-01-09,2,314.26237720896,6.0,7.5,25,63.0
2015-01-10,2,349.344531472799,6.0,10.0,28,61.0
2015-01-11,2,551.204782732623,5.0,4.25,23,61.0
2015-01-12,2,254.720970873776,7.0,7.5,19,61.0
2015-01-13,2,253.267146283048,7.0,7.75,14,61.0
2015-01-14,2,229.38414618971,6.0,3.125,16,71.0
2015-01-15,2,251.148387388712,7.0,6.75,14,61.0
2015-01-16,2,314.442179091712,6.0,6.75,13,0.0
2015-01-17,2,447.611692815639,1.0,4.25,12,21.0
2015-01-18,2,615.895161452642,8.0,2.0,9,61.0
2015-01-19,2,287.12848916472,7.0,1.0,5,71.0
2015-01-20,2,297.627496877784,7.0,-0.375,4,77.0
2015-01-21,2,285.545986768458,8.0,-1.125,4,10.0
2015-01-22,2,265.194435459988,7.0,-1.375,3,49.0
2015-01-23,2,279.183609587953,8.0,-1.25,5,20.0
2015-01-24,2,415.166425975778,7.0,-0.5,10,71.0
2015-01-26,2,285.783235454514,7.0,3.375,10,61.0
2015-01-28,2,318.608712118946,7.0,4.875,17,61.0
2015-01-29,2,276.548941252601,7.0,1.5,12,75.0
2015-01-31,2,433.183884520481,7.0,-2.375,7,49.0
2015-02-01,2,633.309542257817,7.0,-0.25,9,75.0
2015-02-02,2,338.327210161774,6.0,1.0,10,22.0
2015-02-03,2,258.959088520931,7.0,-1.0,10,77.0
2015-02-04,2,255.937860472559,6.0,-1.875,9,0.0
2015-02-05,2,277.511618112389,5.0,0.75,10,22.0
2015-02-06,2,312.249043728816,2.0,-0.5,6,22.0
2015-02-07,2,381.572014473511,7.0,4.125,18,20.0
2015-02-09,2,281.177822022831,7.0,6.875,13,61.0
2015-02-12,2,245.235034353123,8.0,2.0,4,10.0
2015-02-13,2,250.608335314639,8.0,1.25,6,10.0
2015-02-14,2,417.742376983156,7.0,1.625,9,28.0
2015-02-15,2,481.860668097093,7.0,3.125,16,10.0
2015-02-16,2,286.888417666815,8.0,2.0,9,10.0
2015-02-17,2,262.907455009083,6.0,1.125,7,45.0
2015-02-18,2,248.327220948223,3.0,5.5,12,10.0
2015-02-19,2,284.788201346631,0.0,6.25,13,5.0
2015-02-20,2,313.931874526489,8.0,3.875,11,71.0
2015-02-21,2,389.388938515412,7.0,3.875,16,61.0
2015-02-22,2,560.280256054484,5.0,5.25,13,0.0
2015-02-23,2,222.509783508774,7.0,4.5,12,61.0
2015-02-24,2,243.882700841609,7.0,5.625,12,61.0
2015-02-26,2,245.520846652551,5.0,6.625,10,0.0
2015-02-27,2,268.705012903315,7.0,4.5,9,61.0
2015-02-28,2,343.067931178869,3.0,5.625,10,0.0
2015-03-01,2,435.076835491745,7.0,6.75,15,61.0
2015-03-02,2,254.485164508834,6.0,5.125,23,61.0
2015-03-03,2,270.361598110118,6.0,5.0,14,61.0
2015-03-04,2,246.332586657334,6.0,5.0,18,61.0
2015-03-06,2,297.136244722274,7.0,8.125,12,20.0
2015-03-07,2,371.471472262365,7.0,10.125,13,0.0
2015-03-10,2,279.649961183193,3.0,9.5,13,10.0
2015-03-12,2,271.057968620896,0.0,7.125,10,0.0
2015-03-15,2,461.035577320529,7.0,5.75,13,21.0
2015-03-16,2,269.022901877525,2.0,8.625,13,10.0
2015-03-17,2,296.541237199908,1.0,10.75,11,5.0
2015-03-19,2,267.179427626967,0.0,10.375,9,0.0
2015-03-20,2,299.760479051294,7.0,5.0,9,45.0
2015-03-21,2,383.085780794877,7.0,4.5,21,61.0
2015-03-24,2,297.037588138176,6.0,7.875,6,0.0
2015-03-25,2,335.007901867692,6.0,7.875,14,5.0
2015-03-26,2,303.655812393538,7.0,7.125,9,0.0
2015-03-27,2,320.938056470297,7.0,7.0,7,61.0
2015-03-29,2,489.846609636217,7.0,8.25,12,61.0
2015-03-30,2,351.715484397675,6.0,6.5,29,61.0
2015-03-31,2,339.71388362822,7.0,6.375,35,61.0
2015-04-01,2,373.724177525822,4.0,5.0,24,22.0
2015-04-02,2,525.476422474447,6.0,6.5,19,61.0
2015-04-07,2,402.937213841427,7.0,7.75,14,61.0
2015-04-09,2,368.140023251964,2.0,11.875,7,0.0
2015-04-10,2,449.200853104077,1.0,14.125,8,5.0
2015-04-11,2,435.937997165239,2.0,16.75,14,61.0
2015-04-13,2,286.808655322632,4.0,8.875,21,61.0
2015-04-14,2,297.478196061337,7.0,10.75,17,61.0
2015-04-15,2,284.427934541009,0.0,15.5,19,5.0
2015-04-16,2,286.72764708972,6.0,9.375,16,21.0
2015-04-21,2,262.312297451446,0.0,14.625,17,5.0
2015-04-24,2,311.721136965455,2.0,13.875,9,20.0
2015-04-25,2,450.922945775814,7.0,13.75,8,63.0
2015-04-26,2,399.820571217996,8.0,7.0,11,61.0
2015-04-30,2,382.494805997457,6.0,11.375,10,61.0
2015-05-02,2,569.854066374337,3.0,11.0,12,0.0
2015-05-03,2,467.833386599369,1.0,14.75,12,61.0
2015-05-04,2,340.579351605995,5.0,15.875,13,21.0
2015-05-05,2,295.928590213682,4.0,20.0,15,95.0
2015-05-06,2,326.950819224427,3.0,17.125,11,21.0
2015-05-07,2,309.311901434242,6.0,12.0,16,21.0
2015-05-09,2,406.907398954341,7.0,13.5,14,61.0
2015-05-10,2,492.010489698116,2.0,12.75,18,0.0
2015-05-12,2,327.092157926255,7.0,14.625,14,63.0
2015-05-13,2,397.982340133214,7.0,11.875,16,21.0
2015-05-14,2,490.915769119788,7.0,11.25,10,20.0
2015-05-16,2,555.445636645735,7.0,10.5,11,61.0
2015-05-17,2,562.648232082731,3.0,12.625,17,21.0
2015-05-18,2,328.913429566134,6.0,11.625,8,61.0
2015-05-19,2,351.146415331786,6.0,10.125,11,63.0
2015-05-20,2,356.207676664304,5.0,12.25,9,63.0
2015-05-21,2,348.534145245022,6.0,12.625,10,61.0
2015-05-23,2,506.664209994684,5.0,13.375,8,0.0
2015-05-25,2,621.867778874006,7.0,11.75,10,61.0
2015-05-26,2,381.669744982195,6.0,13.0,14,21.0
2015-05-27,2,358.895155316917,7.0,12.625,13,61.0
2015-05-28,2,340.514414991475,6.0,13.125,12,63.0
2015-05-29,2,365.087905303626,6.0,14.625,8,61.0
2015-05-30,2,456.734340691111,4.0,11.625,15,61.0
2015-05-31,2,457.52825918325,7.0,14.5,10,61.0
2015-06-02,2,412.209593794446,7.0,14.25,14,61.0
2015-06-03,2,350.831237309121,6.0,15.25,18,21.0
2015-06-04,2,366.195368742098,0.0,16.375,9,0.0
2015-06-06,2,553.131050767354,3.0,18.5,19,10.0
2015-06-13,2,559.888089847911,6.0,21.875,12,61.0
2015-06-15,2,350.589558421955,8.0,13.625,11,21.0
2015-06-17,2,380.305703300813,7.0,16.5,9,61.0
2015-06-18,2,332.820567048363,7.0,13.25,13,61.0
2015-06-19,2,346.690336157535,7.0,14.25,14,61.0
2015-06-22,2,412.309330067662,5.0,13.5,8,61.0
2015-06-23,2,423.1358501964,5.0,16.5,10,21.0
2015-06-24,2,479.943327331225,8.0,12.625,14,61.0
